=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2016.08.24 07:56:23 =~=~=~=~=~=~=~=~=~=~=~=
Locating devices...Found 1 devices.
Parasite power is: OFF
Device 0 Address: 3B86B65D06D80C30
Device 0 Resolution: 12
Temp: 41.7500000000Selected profile: 1
Selected profile: 2
Selected profile: 3
Selected profile: 1
profile1: MEMS mics
18717,41.50,On?0:0,160,120,0,0[0],0,118.5000,0.00000003,0.00000000,118.50000000,
20000,41.50,On?1:1,160,120,0,0[0],11111111,118.5000,0.00000006,0.00000000,118.50000762,
21291,41.50,On?1:1,160,120,0,0[0],11111111,118.5000,0.00000008,0.00000000,118.50000762,
22581,41.50,On?1:1,160,120,0,0[0],11111111,118.5000,0.00000011,0.00000000,118.50000762,
23871,41.50,On?1:1,160,120,0,0[0],11111111,118.5000,0.00000014,0.00000000,118.50001525,
25161,41.50,On?1:1,160,120,0,0[0],11111111,118.5000,0.00000017,0.00000000,118.50001525,
26452,41.50,On?1:1,160,120,0,0[0],11111111,118.5000,0.00000019,0.00000000,118.50002288,
27743,41.50,On?1:1,160,120,0,0[0],11111111,118.5000,0.00000022,0.00000000,118.50002288,
29033,41.75,On?1:1,160,120,0,0[0],11111111,118.2500,0.00000025,-0.00000000,118.25002288,
30324,41.50,On?1:1,160,120,0,0[0],11111111,118.5000,0.00000028,0.00000000,118.50003051,
31614,41.75,On?1:1,160,120,0,0[0],11111111,118.2500,0.00000030,-0.00000000,118.25003051,
32907,41.75,On?1:1,160,120,0,0[0],11111111,118.2500,0.00000033,0.00000000,118.25003051,
34197,42.00,On?1:1,160,120,0,0[0],11111111,118.0000,0.00000036,-0.00000000,118.00003814,
35488,42.25,On?1:1,160,120,0,0[0],11111111,117.7500,0.00000039,-0.00000000,117.75003814,
36780,42.25,On?1:1,160,120,0,0[0],11111111,117.7500,0.00000041,0.00000000,117.75003814,
38070,42.50,On?1:1,160,120,0,0[0],11111111,117.5000,0.00000044,-0.00000000,117.50004577,
39362,42.75,On?1:1,160,120,0,0[0],11111111,117.2500,0.00000047,-0.00000000,117.25004577,
40653,42.75,On?1:1,160,120,0,0[0],11111111,117.2500,0.00000050,0.00000000,117.25004577,
41944,43.00,On?1:1,160,120,0,0[0],11111111,117.0000,0.00000052,-0.00000000,117.00005340,
43235,43.50,On?1:1,160,120,0,0[0],11111111,116.5000,0.00000055,-0.00000000,116.50005340,
44526,44.00,On?1:1,160,120,0,0[0],11111111,116.0000,0.00000058,-0.00000000,116.00006103,
45818,44.25,On?1:1,160,120,0,0[0],11111111,115.7500,0.00000060,-0.00000000,115.75006103,
47110,44.75,On?1:1,160,120,0,0[0],11111111,115.2500,0.00000063,-0.00000000,115.25006103,
48401,45.00,On?1:1,160,120,0,0[0],11111111,115.0000,0.00000066,-0.00000000,115.00006866,
49692,45.50,On?1:1,160,120,0,0[0],11111111,114.5000,0.00000068,-0.00000000,114.50006866,
50983,45.50,On?1:1,160,120,0,0[0],11111111,114.5000,0.00000071,0.00000000,114.50006866,
52275,45.75,On?1:1,160,120,0,0[0],11111111,114.2500,0.00000074,-0.00000000,114.25007629,
53566,46.25,On?1:1,160,120,0,0[0],11111111,113.7500,0.00000076,-0.00000000,113.75007629,
54857,46.50,On?1:1,160,120,0,0[0],11111111,113.5000,0.00000079,-0.00000000,113.50007629,
56148,46.75,On?1:1,160,120,0,0[0],11111111,113.2500,0.00000082,-0.00000000,113.25008392,
57440,47.00,On?1:1,160,120,0,0[0],11111111,113.0000,0.00000084,-0.00000000,113.00008392,
58732,47.00,On?1:1,160,120,0,0[0],11111111,113.0000,0.00000087,0.00000000,113.00008392,
60022,47.50,On?1:1,160,120,0,0[0],11111111,112.5000,0.00000090,-0.00000000,112.50009155,
61314,48.00,On?1:1,160,120,0,0[0],11111111,112.0000,0.00000092,-0.00000000,112.00009155,
62605,49.00,On?1:1,160,120,0,0[0],11111111,111.0000,0.00000095,-0.00000000,111.00009155,
63896,49.25,On?1:1,160,120,0,0[0],11111111,110.7500,0.00000097,-0.00000000,110.75009918,
65188,50.00,On?1:1,160,120,0,0[0],11111111,110.0000,0.00000100,-0.00000000,110.00009918,
66480,50.75,On?1:1,160,120,0,0[0],11111111,109.2500,0.00000102,-0.00000000,109.25009918,
67771,51.50,On?1:1,160,120,0,0[0],11111111,108.5000,0.00000105,-0.00000000,108.50010681,
69062,52.00,On?1:1,160,120,0,0[0],11111111,108.0000,0.00000107,-0.00000000,108.00010681,
70354,52.75,On?1:1,160,120,0,0[0],11111111,107.2500,0.00000110,-0.00000000,107.25010681,
71646,53.75,On?1:1,160,120,0,0[0],11111111,106.2500,0.00000112,-0.00000000,106.25011444,
72937,54.00,On?1:1,160,120,0,0[0],11111111,106.0000,0.00000115,-0.00000000,106.00011444,
74228,55.00,On?1:1,160,120,0,0[0],11111111,105.0000,0.00000117,-0.00000000,105.00011444,
75520,55.25,On?1:1,160,120,0,0[0],11111111,104.7500,0.00000120,-0.00000000,104.75012207,
76812,56.50,On?1:1,160,120,0,0[0],11111111,103.5000,0.00000122,-0.00000000,103.50012207,
78103,57.25,On?1:1,160,120,0,0[0],11111111,102.7500,0.00000125,-0.00000000,102.75012207,
79394,58.25,On?1:1,160,120,0,0[0],11111111,101.7500,0.00000127,-0.00000000,101.75012969,
80686,59.00,On?1:1,160,120,0,0[0],11111111,101.0000,0.00000129,-0.00000000,101.00012969,
81977,59.75,On?1:1,160,120,0,0[0],11111111,100.2500,0.00000132,-0.00000000,100.25012969,
83269,60.75,On?1:1,160,120,0,0[0],11111111,99.2500,0.00000134,-0.00000000,99.25013732,
84558,61.00,On?1:1,160,120,0,0[0],11111111,99.0000,0.00000136,-0.00000000,99.00013732,
85848,62.00,On?1:1,160,120,0,0[0],11111111,98.0000,0.00000139,-0.00000000,98.00013732,
87137,62.75,On?1:1,160,120,0,0[0],11111111,97.2500,0.00000141,-0.00000000,97.25013732,
88426,63.75,On?1:1,160,120,0,0[0],11111111,96.2500,0.00000143,-0.00000000,96.25014495,
89716,64.50,On?1:1,160,120,0,0[0],11111111,95.5000,0.00000145,-0.00000000,95.50014495,
